0.0, 0.0
0.005, 0.0
0.01, 0.0
0.015, 5.6488549618320615E-6
0.02, 3.541984732824427E-5
0.025, 1.248854961832061E-4
0.030000000000000002, 3.170229007633588E-4
0.035, 7.635114503816794E-4
0.04, 0.0017068702290076337
0.045, 0.003267328244274809
0.049999999999999996, 0.005712900763358779
0.05499999999999999, 0.009202290076335879
0.05999999999999999, 0.014647786259541985
0.06499999999999999, 0.021071221374045802
0.06999999999999999, 0.02922152671755725
0.075, 0.039008625954198475
0.08, 0.048986870229007634
0.085, 0.05958496183206107
0.09000000000000001, 0.06880358778625954
0.09500000000000001, 0.07865152671755725
